kinase,kinase2,cor_cancer,lrt_cancer,eFDR_cancer
ATM,DYRK1A,0.42718897095927,6.64115475878691,0.0209302325580891
ATM,DYRK1B,0.435319734334594,6.56729283747222,0.02211981566815
ATM,DYRK2,0.517092301180406,7.47860240585226,0.0133004926108035
ATM,DYRK3,0.6722743438691,24.4758830594772,0.000192678227360308
ATM,DYRK4,-0.309129138515965,1.691513787639,0.299713467048266
ATM,EEF2K,0.101677946870299,0.285641375945488,0.690454545453733
ATM,EGFR,-0.553979438877934,20.404472694117,0.000192678227360308
ATM,EIF2AK1,0.634308987733939,16.8726717273777,0.000192678227360308
ATM,EIF2AK2,0.679879542042342,23.3488781914573,0.000192678227360308
ATM,EIF2AK3,0.585372136070633,12.7885927764765,0.00151515151514557
ATM,EIF2AK4,0.736240515367217,26.7938095248832,0.000192678227360308
ATM,EPHA1,-0.0253732342037997,-0.0139759159034156,1
ATM,EPHA10,-0.553753334198437,13.6046426162471,0.000799999999996685
ATM,EPHA2,-0.00873262357079022,0.00143412746990634,0.968507157463187
ATM,EPHA3,-0.277235730801563,1.7734874135773,0.291495601172578
ATM,EPHA4,-0.50693940191989,11.7777304007589,0.00136054421768228
ATM,EPHA5,-0.351047591265232,1.76043369220076,0.292982456139907
ATM,EPHA6,-0.627586386084546,13.2750240232912,0.00157480314959988
ATM,EPHA7,-0.534014059285732,10.3479844176812,0.0036585365853543
ATM,EPHA8,-0.566744785637697,12.0054482005587,0.00141843971630685
ATM,EPHB1,-0.596436906448905,18.3259587740785,0.000192678227360308
ATM,EPHB2,-0.430465362377578,8.15492210400282,0.0117021276595422
ATM,EPHB3,-0.140119374550364,0.422908540750314,0.628333333332558
ATM,EPHB4,-0.133877672394415,0.46626468644638,0.612019230768469
ATM,EPHB6,-0.298318509223391,2.61911621912145,0.179421221864653
ATM,ERBB2,-0.36871982310837,5.11600163595097,0.0504201680671172
ATM,ERBB3,-0.310803905395039,4.06656997166283,0.0840909090907441
